name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,aggregate,component,component_label,bin_index,bin_left,bin_right,bin_mid,count,cumulative_count,cumulative_fraction,total_count
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,32,7.498942093324559e-05,0.0001,8.659643233600654e-05,70,14387,0.006860256195068359,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,33,0.0001,0.0001333521432163324,0.00011547819846894582,789,15176,0.007236480712890625,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,34,0.0001333521432163324,0.00017782794100389227,0.0001539926526059492,267,15443,0.007363796234130859,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,35,0.00017782794100389227,0.0002371373705661655,0.00020535250264571458,2958,18401,0.008774280548095703,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,36,0.0002371373705661655,0.00031622776601683794,0.0002738419634264361,339,18740,0.008935928344726562,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,37,0.00031622776601683794,0.00042169650342858224,0.0003651741272548377,1110,19850,0.009465217590332031,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,38,0.00042169650342858224,0.0005623413251903491,0.00048696752516586315,10450,30300,0.014448165893554688,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,39,0.0005623413251903491,0.0007498942093324559,0.0006493816315762113,4261,34561,0.016479969024658203,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,40,0.0007498942093324559,0.001,0.0008659643233600654,24292,58853,0.028063297271728516,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,41,0.001,0.001333521432163324,0.0011547819846894581,5587,64440,0.030727386474609375,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,42,0.001333521432163324,0.0017782794100389228,0.001539926526059492,15592,80032,0.0381622314453125,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,43,0.0017782794100389228,0.0023713737056616554,0.002053525026457146,43923,123955,0.05910634994506836,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,44,0.0023713737056616554,0.0031622776601683794,0.0027384196342643613,33645,157600,0.0751495361328125,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,45,0.0031622776601683794,0.004216965034285822,0.0036517412725483767,60034,217634,0.1037759780883789,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,46,0.004216965034285822,0.005623413251903491,0.004869675251658631,76718,294352,0.14035797119140625,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,47,0.005623413251903491,0.007498942093324558,0.006493816315762113,92129,386481,0.18428850173950195,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,48,0.007498942093324558,0.01,0.008659643233600654,131262,517743,0.24687910079956055,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,49,0.01,0.01333521432163324,0.011547819846894583,151386,669129,0.31906557083129883,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,50,0.01333521432163324,0.01778279410038923,0.01539926526059492,208156,877285,0.4183220863342285,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,51,0.01778279410038923,0.023713737056616554,0.020535250264571463,263809,1141094,0.5441160202026367,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,52,0.023713737056616554,0.03162277660168379,0.027384196342643614,286364,1427458,0.6806650161743164,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,53,0.03162277660168379,0.042169650342858224,0.03651741272548377,301498,1728956,0.8244304656982422,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,54,0.042169650342858224,0.056234132519034905,0.04869675251658631,229986,1958942,0.9340963363647461,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,55,0.056234132519034905,0.07498942093324558,0.06493816315762113,113489,2072431,0.9882121086120605,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,56,0.07498942093324558,0.1,0.08659643233600653,23476,2095907,0.9994063377380371,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,57,0.1,0.1333521432163324,0.11547819846894582,1236,2097143,0.9999957084655762,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,58,0.1333521432163324,0.1778279410038923,0.15399265260594922,9,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,59,0.1778279410038923,0.23713737056616552,0.2053525026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,60,0.23713737056616552,0.31622776601683794,0.27384196342643613,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,61,0.31622776601683794,0.4216965034285822,0.3651741272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,62,0.4216965034285822,0.5623413251903491,0.4869675251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,63,0.5623413251903491,0.7498942093324558,0.6493816315762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,64,0.7498942093324558,1.0,0.8659643233600653,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,65,1.0,1.333521432163324,1.1547819846894583,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,66,1.333521432163324,1.7782794100389228,1.5399265260594919,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,67,1.7782794100389228,2.371373705661655,2.053525026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,68,2.371373705661655,3.1622776601683795,2.7384196342643614,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,69,3.1622776601683795,4.216965034285822,3.651741272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,70,4.216965034285822,5.62341325190349,4.869675251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,71,5.62341325190349,7.498942093324558,6.493816315762112,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,72,7.498942093324558,10.0,8.659643233600654,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,73,10.0,13.33521432163324,11.547819846894582,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,74,13.33521432163324,17.78279410038923,15.39926526059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,75,17.78279410038923,23.71373705661655,20.53525026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,76,23.71373705661655,31.622776601683793,27.384196342643612,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,77,31.622776601683793,42.169650342858226,36.51741272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,78,42.169650342858226,56.23413251903491,48.696752516586315,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,79,56.23413251903491,74.98942093324558,64.93816315762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,80,74.98942093324558,100.0,86.59643233600653,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,81,100.0,133.3521432163324,115.4781984689458,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,82,133.3521432163324,177.82794100389228,153.9926526059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,83,177.82794100389228,237.13737056616552,205.3525026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,84,237.13737056616552,316.2277660168379,273.8419634264361,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,85,316.2277660168379,421.6965034285822,365.1741272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,86,421.6965034285822,562.341325190349,486.9675251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,87,562.341325190349,749.8942093324558,649.3816315762112,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,88,749.8942093324558,1000.0,865.9643233600654,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,89,1000.0,1333.521432163324,1154.7819846894583,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,90,1333.521432163324,1778.2794100389228,1539.926526059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,91,1778.2794100389228,2371.373705661655,2053.525026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,92,2371.373705661655,3162.2776601683795,2738.4196342643613,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,93,3162.2776601683795,4216.965034285822,3651.741272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,94,4216.965034285822,5623.413251903491,4869.675251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,95,5623.413251903491,7498.942093324558,6493.816315762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,96,7498.942093324558,10000.0,8659.643233600653,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,97,10000.0,13335.21432163324,11547.819846894581,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,98,13335.21432163324,17782.794100389227,15399.265260594919,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,99,17782.794100389227,23713.737056616552,20535.25026457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,100,23713.737056616552,31622.776601683792,27384.196342643612,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,101,31622.776601683792,42169.65034285822,36517.412725483766,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,102,42169.65034285822,56234.13251903491,48696.75251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,103,56234.13251903491,74989.42093324558,64938.16315762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,104,74989.42093324558,100000.0,86596.43233600653,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,105,100000.0,133352.1432163324,115478.19846894582,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,106,133352.1432163324,177827.94100389228,153992.6526059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,107,177827.94100389228,237137.37056616554,205352.50264571462,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,108,237137.37056616554,316227.7660168379,273841.9634264361,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,109,316227.7660168379,421696.5034285822,365174.12725483766,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,110,421696.5034285822,562341.3251903491,486967.5251658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,111,562341.3251903491,749894.2093324559,649381.6315762114,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,112,749894.2093324559,1000000.0,865964.3233600655,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,113,1000000.0,1333521.432163324,1154781.9846894583,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,114,1333521.432163324,1778279.410038923,1539926.526059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,115,1778279.410038923,2371373.7056616554,2053525.0264571463,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,116,2371373.7056616554,3162277.660168379,2738419.6342643616,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,117,3162277.660168379,4216965.034285823,3651741.272548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,118,4216965.034285823,5623413.251903491,4869675.2516586315,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,119,5623413.251903491,7498942.093324558,6493816.315762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,120,7498942.093324558,10000000.0,8659643.233600654,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,121,10000000.0,13335214.32163324,11547819.846894583,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,122,13335214.32163324,17782794.100389227,15399265.26059492,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,123,17782794.100389227,23713737.056616552,20535250.26457146,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,124,23713737.056616552,31622776.60168379,27384196.34264361,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,125,31622776.60168379,42169650.342858225,36517412.72548377,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,126,42169650.342858225,56234132.51903491,48696752.51658631,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,127,56234132.51903491,74989420.93324558,64938163.15762113,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,128,74989420.93324558,100000000.0,86596432.33600654,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,crf,CRF head,129,100000000.0,inf,100000000.0,0,2097152,1.0,2097152
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,0,0.0,1e-08,5e-09,997860,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,1,1e-08,1.333521432163324e-08,1.1547819846894582e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,2,1.333521432163324e-08,1.7782794100389228e-08,1.539926526059492e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,3,1.7782794100389228e-08,2.371373705661655e-08,2.053525026457146e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,4,2.371373705661655e-08,3.162277660168379e-08,2.7384196342643613e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,5,3.162277660168379e-08,4.2169650342858225e-08,3.651741272548377e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,6,4.2169650342858225e-08,5.6234132519034905e-08,4.8696752516586306e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,7,5.6234132519034905e-08,7.498942093324559e-08,6.493816315762114e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,8,7.498942093324559e-08,1e-07,8.659643233600654e-08,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,9,1e-07,1.333521432163324e-07,1.1547819846894582e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,10,1.333521432163324e-07,1.7782794100389227e-07,1.539926526059492e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,11,1.7782794100389227e-07,2.3713737056616554e-07,2.053525026457146e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,12,2.3713737056616554e-07,3.162277660168379e-07,2.7384196342643614e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,13,3.162277660168379e-07,4.2169650342858225e-07,3.651741272548377e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,14,4.2169650342858225e-07,5.62341325190349e-07,4.869675251658631e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,15,5.62341325190349e-07,7.498942093324558e-07,6.493816315762113e-07,0,997860,0.01762284172905816,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,16,7.498942093324558e-07,1e-06,8.659643233600654e-07,5,997865,0.017622930032235605,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,17,1e-06,1.333521432163324e-06,1.1547819846894582e-06,7,997872,0.017623053656684026,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,18,1.333521432163324e-06,1.7782794100389227e-06,1.539926526059492e-06,9,997881,0.01762321260240343,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,19,1.7782794100389227e-06,2.3713737056616552e-06,2.053525026457146e-06,23,997904,0.017623618797019677,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,20,2.3713737056616552e-06,3.162277660168379e-06,2.7384196342643613e-06,12,997916,0.017623830724645545,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,21,3.162277660168379e-06,4.216965034285822e-06,3.651741272548377e-06,131,998047,0.017626144267894602,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,22,4.216965034285822e-06,5.623413251903491e-06,4.869675251658631e-06,25,998072,0.017626585783781828,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,23,5.623413251903491e-06,7.498942093324558e-06,6.493816315762113e-06,258,998330,0.01763114222773799,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,24,7.498942093324558e-06,9.999999999999999e-06,8.659643233600652e-06,358,998688,0.017637464735243056,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,25,9.999999999999999e-06,1.333521432163324e-05,1.1547819846894581e-05,230,998918,0.017641526681405527,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,26,1.333521432163324e-05,1.778279410038923e-05,1.5399265260594922e-05,2276,1001194,0.017681722287778503,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,27,1.778279410038923e-05,2.3713737056616554e-05,2.0535250264571462e-05,492,1001686,0.01769041132043909,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,28,2.3713737056616554e-05,3.1622776601683795e-05,2.7384196342643615e-05,3976,1005662,0.017760630007143372,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,29,3.1622776601683795e-05,4.216965034285822e-05,3.651741272548377e-05,5208,1010870,0.01785260659677011,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,30,4.216965034285822e-05,5.623413251903491e-05,4.869675251658631e-05,9080,1019950,0.018012965167010273,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,31,5.623413251903491e-05,7.498942093324559e-05,6.493816315762113e-05,17863,1037813,0.01832843709875036,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,32,7.498942093324559e-05,0.0001,8.659643233600654e-05,6965,1044778,0.01845144342493128,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,33,0.0001,0.0001333521432163324,0.00011547819846894582,60625,1105403,0.019522119451452186,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,34,0.0001333521432163324,0.00017782794100389227,0.0001539926526059492,41752,1147155,0.020259486304389104,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,35,0.00017782794100389227,0.0002371373705661655,0.00020535250264571458,214649,1361804,0.02405032405146846,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,36,0.0002371373705661655,0.00031622776601683794,0.0002738419634264361,60634,1422438,0.025121159023708768,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,37,0.00031622776601683794,0.00042169650342858224,0.0003651741272548377,103825,1526263,0.026954774503354675,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,38,0.00042169650342858224,0.0005623413251903491,0.00048696752516586315,758708,2284971,0.0403540399339464,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,39,0.0005623413251903491,0.0007498942093324559,0.0006493816315762113,294132,2579103,0.045548597971598305,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,40,0.0007498942093324559,0.001,0.0008659643233600654,1637732,4216835,0.07447198585227684,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,41,0.001,0.001333521432163324,0.0011547819846894581,735383,4952218,0.08745931696008753,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,42,0.001333521432163324,0.0017782794100389228,0.001539926526059492,1688244,6640462,0.11727477886058667,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,43,0.0017782794100389228,0.0023713737056616554,0.002053525026457146,2227660,8868122,0.15661667011402272,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,44,0.0023713737056616554,0.0031622776601683794,0.0027384196342643613,2625028,11493150,0.20297633277045357,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,45,0.0031622776601683794,0.004216965034285822,0.0036517412725483767,3647873,15141023,0.26740008813363536,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,46,0.004216965034285822,0.005623413251903491,0.004869675251658631,5026766,20167789,0.3561759701481572,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,47,0.005623413251903491,0.007498942093324558,0.006493816315762113,5798947,25966736,0.4585890593352141,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,48,0.007498942093324558,0.01,0.008659643233600654,6907591,32874327,0.5805815060933431,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,49,0.01,0.01333521432163324,0.011547819846894583,7764110,40638437,0.7177006226998789,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,50,0.01333521432163324,0.01778279410038923,0.01539926526059492,7233832,47872269,0.8454546928405762,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,51,0.01778279410038923,0.023713737056616554,0.020535250264571463,5426810,53299079,0.9412956061186614,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,52,0.023713737056616554,0.03162277660168379,0.027384196342643614,2622351,55921430,0.9876079912538882,56623104
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,component,transformer_ffn,Transformer FFN,53,0.03162277660168379,0.042169650342858224,0.03651741272548377,644314,56565744,0.9989869859483507,56623104
